Timestamp,rainfall,pressure,temperature,humidity
1/22/2024 19:40,0,823.9,18.5,77
1/22/2024 19:50,0,824.1,18.8,71
1/22/2024 20:00,0,824.2,19,67
1/22/2024 20:10,0,824.4,18.4,78
1/22/2024 20:20,0,824.2,18.2,78
1/22/2024 20:30,0,823.3,18.2,76
1/22/2024 20:40,0,823.6,18,76
1/22/2024 20:50,0,823.9,18,75
1/22/2024 21:00,0,824.3,18.2,70
1/22/2024 21:10,0,824.5,18.6,64
1/22/2024 21:20,0,824.5,18.9,63
1/22/2024 21:30,0,824.2,18.7,65
1/22/2024 21:40,0,824.1,18.5,68
1/22/2024 21:50,0,824.4,18.3,70
1/22/2024 22:00,0,824.7,18.1,72
1/22/2024 22:10,0,824.5,18,72
1/22/2024 22:20,0,823.4,18.1,71
1/22/2024 22:30,0,823.4,18.2,70
1/22/2024 22:40,0,823.4,18,72
1/22/2024 22:50,0,823.6,17.9,72
1/22/2024 23:00,0,823.6,18.1,69
1/22/2024 23:10,0,823.5,18.1,69
1/22/2024 23:20,0,823.4,18.2,66
1/22/2024 23:30,0,824.9,18.1,69
1/22/2024 23:40,0,824.9,17.8,71
1/22/2024 23:50,0,823.8,17.8,71
1/23/2024 0:00,0,824,17.6,73
1/23/2024 0:10,0,824.2,17.7,70
1/23/2024 0:20,0,824.4,17.6,70
1/23/2024 0:30,0,824.8,17.5,71
1/23/2024 0:40,0,823.9,17.3,74
1/23/2024 0:50,0,823.9,17.2,74
1/23/2024 1:00,0,824.5,17.2,72
1/23/2024 1:10,0,823.6,17.3,72
1/23/2024 1:20,0,823.3,16.9,77
1/23/2024 1:30,0,823.7,16.6,81
1/23/2024 1:40,0,824.1,16.5,82
1/23/2024 1:50,0,823.8,16.6,80
1/23/2024 2:00,0,822.7,17,80
1/23/2024 2:10,0,822.7,17,81
1/23/2024 2:20,0,822.5,17.2,84
1/23/2024 2:30,0,823.9,17.2,81
1/23/2024 2:40,0,823.9,17.2,78
1/23/2024 2:50,0,823.7,17.1,78
1/23/2024 3:00,0,823.5,17.1,78
1/23/2024 3:10,0,823.5,17.1,77
1/23/2024 3:20,0,823.6,17.1,76
1/23/2024 3:30,0,823.6,17,77
1/23/2024 3:40,0,823.8,17,77
1/23/2024 3:50,0,823.2,16.9,78
1/23/2024 4:00,0,822.6,16.8,78
1/23/2024 4:10,0,822.9,16.8,79
1/23/2024 4:20,0,823.2,16.8,77
1/23/2024 4:30,0,823.4,16.9,76
1/23/2024 4:40,0,823.6,17.2,72
1/23/2024 4:50,0,823.6,17.3,71
1/23/2024 5:00,0,823.4,17,74
1/23/2024 5:10,0,823.4,17,74
1/23/2024 5:20,0,823.4,17.3,72
1/23/2024 5:30,0,823.3,17.2,73
1/23/2024 5:40,0,823.4,16.9,75
1/23/2024 5:50,0,823.7,17,75
1/23/2024 6:00,0,824,17,75
1/23/2024 6:10,0,824.3,17,76
1/23/2024 6:20,0,824.4,17.1,74
1/23/2024 6:30,0,824.3,17,77
1/23/2024 6:40,0,824.3,16.7,80
1/23/2024 6:50,0,824.4,16.6,80
1/23/2024 7:00,0,824.4,16.7,78
1/23/2024 7:10,0,824.3,16.9,76
1/23/2024 7:20,0,824.1,17.1,76
1/23/2024 7:30,0,824.5,17.1,76
1/23/2024 7:40,0,824.7,17.4,72
1/23/2024 7:50,0,824.6,17.7,75
1/23/2024 8:00,0,824.8,17.4,81
1/23/2024 8:10,0,824.9,17.4,83
1/23/2024 8:20,0,825.1,17.6,77
1/23/2024 8:30,0,825,18.1,75
1/23/2024 8:40,0,824.9,18.3,74
1/23/2024 8:50,0,825,18.4,73
1/23/2024 9:00,0,824.8,18.6,70
1/23/2024 9:10,0,824.8,19.2,67
1/23/2024 9:20,0,824.8,19.8,64
1/23/2024 9:30,0,824.7,20.2,63
1/23/2024 9:40,0,824.9,20.6,63
1/23/2024 9:50,0,824.8,20.7,64
1/23/2024 10:00,0,824.7,20.6,65
1/23/2024 10:10,0,824.6,21.1,63
1/23/2024 10:20,0,824.6,21.3,62
1/23/2024 10:30,0,824.9,21.1,64
1/23/2024 10:40,0,824.5,21.2,65
1/23/2024 10:50,0,825.2,21.2,67
1/23/2024 11:00,0,825.5,21.1,69
1/23/2024 11:10,0,824.6,21.5,67
1/23/2024 11:20,0,824.7,21.7,67
1/23/2024 11:30,0,825.3,21.8,66
1/23/2024 11:40,0,824.6,21.2,70
1/23/2024 11:50,0,824.5,20.9,75
1/23/2024 12:00,0,824.5,20.3,77
1/23/2024 12:10,0,824.5,20,79
1/23/2024 12:20,0,824.5,19.7,80
1/23/2024 12:30,0,824.4,19.4,83
1/23/2024 12:40,0,824.2,19,87
1/23/2024 12:50,0,824.1,18.6,89
1/23/2024 13:10,0,823.9,18.5,88
1/23/2024 13:20,0,823.6,19.1,86
1/23/2024 13:30,0,823.6,19.3,88
1/23/2024 13:40,0,823.4,19.5,86
1/23/2024 13:50,0,823.3,19.6,85
1/23/2024 14:00,0,823.3,20.3,81
1/23/2024 14:10,0,823,21.4,75
1/23/2024 14:20,0,822.9,22.1,71
1/23/2024 14:30,0,822.5,21.9,70
1/23/2024 14:50,0,822.4,21.2,73
1/23/2024 15:00,0,822.6,21.7,72
1/23/2024 15:10,0,822.5,21.6,73
1/23/2024 15:20,0,821.9,21.7,74
1/23/2024 15:30,0,822.3,21.5,74
1/23/2024 15:40,0,822.2,22.1,70
1/23/2024 15:50,0,821.9,21.5,73
1/23/2024 16:00,0,821.9,21.6,75
1/23/2024 16:10,0,822.2,20.8,77
1/23/2024 16:20,0,822.2,20.5,79
1/23/2024 16:30,0,822.4,20.2,80
1/23/2024 16:40,0,822.4,20.1,80
1/23/2024 16:50,0,822.3,20,80
1/23/2024 17:00,0,822.4,20.2,80
1/23/2024 17:10,0,822.3,20.1,79
1/23/2024 17:30,0,822.6,19.9,82
1/23/2024 17:40,0,822.6,19.8,82
1/23/2024 17:50,0,822.6,19.6,83
1/23/2024 18:10,0,822.8,19.2,86
1/23/2024 18:20,0,822.8,18.9,87
1/23/2024 18:30,0,822.9,18.7,88
1/23/2024 18:40,0,823,18.6,88
1/23/2024 18:50,0,823.2,18.6,88
1/23/2024 19:00,0,823.5,18.6,86
1/23/2024 19:10,0,823.1,18.7,86
1/23/2024 19:20,0,823.5,18.6,87
1/23/2024 19:30,0,824.2,18.7,86
1/23/2024 19:40,0,823.8,18.7,86
1/23/2024 19:50,0,823.2,18.7,86
1/23/2024 20:00,0,823.6,18.6,86
1/23/2024 20:10,0,824,18.6,87
1/23/2024 20:20,0,824.5,18.6,87
1/23/2024 20:30,0,824.8,18.6,89
1/23/2024 20:40,0,824.2,18.5,88
1/23/2024 20:50,0,823.9,18.5,88
1/23/2024 21:00,0,824.2,18.6,87
1/23/2024 21:10,0,824.4,18.6,87
1/23/2024 21:20,0,824.6,18.5,87
1/23/2024 21:30,0,824.9,18.5,88
1/23/2024 21:40,0,825,18.5,88
1/23/2024 21:50,0,825.1,18.5,89
1/23/2024 22:00,0,825.3,18.4,90
1/23/2024 22:10,0,825.6,18.2,92
1/23/2024 22:20,0,825.8,18.1,93
1/23/2024 22:30,0,825,18.1,94
1/23/2024 22:40,0,824.7,18,95
1/23/2024 22:50,0,825,18,96
1/23/2024 23:00,0,825.3,17.9,96
1/23/2024 23:10,0,825.5,17.9,97
1/23/2024 23:20,0,825.6,17.9,97
1/23/2024 23:30,0,825.8,17.8,97
1/23/2024 23:40,0,825.4,17.7,98
1/23/2024 23:50,0,824.3,17.6,98
1/24/2024 0:00,0,824.5,17.6,98
1/24/2024 0:10,0,824.7,17.6,97
1/24/2024 0:20,0,824.7,17.7,96
1/24/2024 0:30,0,824.7,17.7,97
1/24/2024 0:40,0,824.6,17.7,96
1/24/2024 0:50,0,824.6,17.8,96
1/24/2024 1:00,0,824.5,17.7,97
1/24/2024 1:10,0,824.5,17.7,97
1/24/2024 1:20,0,824.5,17.6,97
1/24/2024 1:30,0,823.7,17.6,98
1/24/2024 1:40,0,822.8,17.6,98
1/24/2024 1:50,0,822.8,17.6,98
1/24/2024 2:00,0,822.9,17.5,98
1/24/2024 2:10,0,823,17.6,98
1/24/2024 2:20,0,823.1,17.5,98
1/24/2024 2:30,0,823.2,17.6,98
1/24/2024 2:40,0,823.3,17.6,97
1/24/2024 2:50,0,823.3,17.6,97
1/24/2024 3:00,0,823.5,17.5,97
1/24/2024 3:10,0,823.7,17.5,98
1/24/2024 3:20,0,823.9,17.4,98
1/24/2024 3:30,0,824.1,17.4,98
1/24/2024 3:40,0,823.5,17.4,98
1/24/2024 3:50,0,822.6,17.3,98
1/24/2024 4:00,0,822.9,17.3,98
1/24/2024 4:10,0,823.1,17.3,98
1/24/2024 4:20,0,823.2,17.3,98
1/24/2024 4:30,0,823.3,17.4,98
1/24/2024 4:40,0,823.4,17.3,98
1/24/2024 4:50,0,823.4,17.4,97
1/24/2024 5:00,0,823.4,17.4,97
1/24/2024 5:10,0,823.4,17.4,98
1/24/2024 5:20,0,823.5,17.4,98
1/24/2024 5:30,0.2,823.5,17.4,98
1/24/2024 5:40,0,823.5,17.4,98
1/24/2024 5:50,0,823.5,17.4,98
1/24/2024 6:00,0,823.6,17.4,98
1/24/2024 6:10,0,823.7,17.5,97
1/24/2024 6:20,0,823.8,17.5,97
1/24/2024 6:30,0,823.9,17.5,97
1/24/2024 6:40,0.4,823.8,17.4,98
1/24/2024 6:50,0,823.7,17.4,98
1/24/2024 7:00,0,823.7,17.3,99
1/24/2024 7:10,0,823.6,17.2,99
1/24/2024 7:20,0,824.9,17.3,99
1/24/2024 7:30,0.2,825.1,17.3,98
1/24/2024 7:40,0,824.8,17.5,96
1/24/2024 7:50,0,824.7,17.7,92
1/24/2024 8:00,0,824.6,17.8,91
1/24/2024 8:10,0,824.7,18.1,88
1/24/2024 8:20,0,824.7,18.9,86
1/24/2024 8:30,0,824.5,19.1,82
1/24/2024 8:40,0,824.5,19.3,80
1/24/2024 8:50,0,824.7,19.8,77
1/24/2024 9:00,0,824.7,20.3,72
1/24/2024 9:10,0,824.7,20.9,69
1/24/2024 9:20,0,824.6,21.1,71
1/24/2024 9:30,0,824.7,20.8,68
1/24/2024 9:40,0,824.1,21,66
1/24/2024 9:50,0,824.7,21.6,62
1/24/2024 10:00,0,824.4,22,60
1/24/2024 10:10,0,824.7,22.4,59
1/24/2024 10:20,0,824.7,22.3,60
1/24/2024 10:30,0,824.2,22.6,61
1/24/2024 10:40,0,824.4,23,64
1/24/2024 10:50,0,824.3,22.9,66
1/24/2024 11:00,0,824.2,23.6,66
1/24/2024 11:10,0,824.2,23.5,65
1/24/2024 11:20,0,824.2,23.5,67
1/24/2024 11:30,0,824.2,22.9,70
1/24/2024 11:40,0,824.1,22.7,70
1/24/2024 11:50,0,824,22.7,70
1/24/2024 12:00,0,823.9,22.5,73
1/24/2024 12:10,0,823.8,22.3,72
1/24/2024 12:20,0,823.5,22.3,70
1/24/2024 12:30,0,823.6,23.2,65
1/24/2024 12:40,0,823.2,23.6,62
1/24/2024 12:50,0,823,24.3,57
1/24/2024 13:00,0,822.7,24.3,56
1/24/2024 13:10,0,822.6,24.2,58
1/24/2024 13:20,0,822.6,24.5,60
1/24/2024 13:30,0,822,24.4,57
1/24/2024 13:40,0,821.8,24.5,57
1/24/2024 13:50,0,821.8,25.1,54
1/24/2024 14:00,0,821.9,24.5,58
1/24/2024 14:10,0,821.5,24.4,59
1/24/2024 14:20,0,821.3,25.5,55
1/24/2024 14:30,0,821.5,25.3,57
1/24/2024 14:40,0,821.3,24.4,59
1/24/2024 14:50,0,821.3,23.8,61
1/24/2024 15:00,0,821.1,23.2,62
1/24/2024 15:10,0,821.7,24.3,58
1/24/2024 15:20,0,821.4,24.5,56
1/24/2024 15:30,0,821.2,25.2,56
1/24/2024 15:40,0,821.1,25.1,56
1/24/2024 15:50,0,821.1,25.1,56
1/24/2024 16:00,0,821.3,23.5,65
1/24/2024 16:10,0,821.1,23.3,66
1/24/2024 16:20,0,821.4,22.9,67
1/24/2024 16:30,0,821.4,22.6,69
1/24/2024 16:40,0,821.5,22,70
1/24/2024 16:50,0,821.3,21.6,72
1/24/2024 17:00,0,821.4,21.4,73
1/24/2024 17:10,0,821.4,21.2,73
1/24/2024 17:20,0,821.5,21.3,73
1/24/2024 17:30,0,821.7,21.1,74
1/24/2024 17:40,0,821.8,20.9,75
1/24/2024 17:50,0,821.9,20.6,76
1/24/2024 18:00,0,822.2,20.3,77
1/24/2024 18:10,0,822.1,20,79
1/24/2024 18:20,0,822.4,19.9,80
1/24/2024 18:30,0,822.5,19.6,83
1/24/2024 18:40,0,822.6,19.3,86
1/24/2024 18:50,0,822.6,19.3,86
1/24/2024 19:00,0,822.8,19.2,86
1/24/2024 19:10,0,823.1,19.2,87
1/24/2024 19:20,0,822.8,19.4,85
1/24/2024 19:30,0,823,19.4,85
1/24/2024 19:40,0,823.3,19.3,84
1/24/2024 19:50,0,823.6,19.3,84
1/24/2024 20:00,0,823.9,19.2,85
1/24/2024 20:10,0,823.9,19.2,86
1/24/2024 20:20,0,823.2,19.1,86
1/24/2024 20:30,0,824,19.1,86
1/24/2024 20:40,0,824.1,19.1,87
1/24/2024 20:50,0,824,18.9,88
1/24/2024 21:00,0,824.1,18.8,88
1/24/2024 21:10,0,824.3,18.5,89
1/24/2024 21:20,0,824.1,18.4,90
1/24/2024 21:30,0,824.6,18.3,90
1/24/2024 21:40,0,824.4,18.3,90
1/24/2024 21:50,0,825.2,18.3,90
1/24/2024 22:00,0,824.1,18.3,90
1/24/2024 22:10,0,824.2,18.2,90
1/24/2024 22:20,0,824.5,18.3,89
1/24/2024 22:30,0,824.5,18.5,88
1/24/2024 22:40,0,824.2,18.5,89
1/24/2024 22:50,0,824.8,18.5,89
1/24/2024 23:00,0,825.1,18.4,89
1/24/2024 23:10,0,824.8,18.3,90
1/24/2024 23:20,0,824.8,18.3,90
1/24/2024 23:30,0,824.7,18.5,88
1/24/2024 23:40,0,824.4,18.5,88
1/24/2024 23:50,0,824.1,18.6,88
1/25/2024 0:00,0,823.8,18.6,88
1/25/2024 0:10,0,825.1,18.4,90
1/25/2024 0:20,0,825.1,18.1,92
1/25/2024 0:30,0,823.4,18,91
1/25/2024 0:40,0,823.7,18.1,90
1/25/2024 0:50,0,823.8,18.1,91
1/25/2024 1:00,0,823.9,17.8,93
1/25/2024 1:10,0,824.1,17.8,93
1/25/2024 1:20,0,823.6,17.7,93
1/25/2024 1:30,0,822.7,17.7,92
1/25/2024 1:40,0,822.9,17.9,89
1/25/2024 1:50,0,822.9,17.8,90
1/25/2024 2:00,0,823.1,17.8,90
1/25/2024 2:10,0,823.4,17.8,90
1/25/2024 2:20,0,823.3,17.8,90
1/25/2024 2:30,0,822.1,17.8,90
1/25/2024 2:40,0,822.1,17.7,90
1/25/2024 2:50,0,821.9,17.8,90
1/25/2024 3:00,0,823.2,17.7,91
1/25/2024 3:10,0,823.6,17.5,92
1/25/2024 3:20,0,823.6,17.6,91
1/25/2024 3:30,0,823.7,17.8,89
1/25/2024 3:40,0,823.6,17.7,89
1/25/2024 3:50,0,823.5,17.7,89
1/25/2024 4:00,0,823.3,17.8,88
1/25/2024 4:10,0,823.1,17.9,88
1/25/2024 4:20,0,823,17.8,88
1/25/2024 4:30,0,822.9,18,86
1/25/2024 4:40,0,822.9,17.7,91
1/25/2024 4:50,0,823.1,17.8,87
1/25/2024 5:00,0,823.2,18.2,84
1/25/2024 5:10,0,823.2,18.5,81
1/25/2024 5:20,0,823,18.7,79
1/25/2024 5:30,0,822.9,18.5,81
1/25/2024 5:40,0,823.2,18.4,81
1/25/2024 5:50,0,824.2,18.3,82
1/25/2024 6:00,0,823,18.3,82
1/25/2024 6:10,0,823.5,18.3,81
1/25/2024 6:20,0,824.3,18.1,83
1/25/2024 6:30,0,823.5,17.7,85
1/25/2024 6:40,0,824.3,17.8,84
1/25/2024 6:50,0,823.4,17.9,84
1/25/2024 7:00,0,823.6,17.7,86
1/25/2024 7:10,0,825,17.6,89
1/25/2024 7:20,0,824.4,17.6,90
1/25/2024 7:30,0,824.2,17.6,90
1/25/2024 7:40,0,825.2,17.8,89
1/25/2024 7:50,0,824.7,18.9,84
1/25/2024 8:00,0,824.9,20.2,80
1/25/2024 8:10,0,824.7,20.6,77
1/25/2024 8:20,0,825,21,78
1/25/2024 8:30,0,825,21.4,77
1/25/2024 8:40,0,824.9,21.4,77
1/25/2024 8:50,0,825.2,20.8,81
1/25/2024 9:00,0,825,20.7,78
1/25/2024 9:10,0,825.1,20.9,73
1/25/2024 9:20,0,825.3,21.2,74
1/25/2024 9:30,0,825.2,21.1,78
1/25/2024 9:40,0,825.3,21.1,79
1/25/2024 9:50,0,825.1,21.5,75
1/25/2024 10:00,0,824.8,22,71
1/25/2024 10:10,0,825,22.3,67
1/25/2024 10:20,0,824.7,22.6,66
1/25/2024 10:30,0,824.8,23,63
1/25/2024 10:40,0,824.7,23.4,60
1/25/2024 10:50,0,824.6,24.7,58
1/25/2024 11:00,0,824.2,23.9,61
1/25/2024 11:10,0,824.1,24,61
1/25/2024 11:20,0,824.2,24.6,60
1/25/2024 11:30,0,823.7,24.6,62
1/25/2024 11:40,0,823.5,24.3,62
1/25/2024 11:50,0,823.4,23.9,64
1/25/2024 12:00,0,823.3,23.6,66
1/25/2024 12:10,0,823.6,23.6,66
1/25/2024 12:20,0,822.9,23.7,65
1/25/2024 12:30,0,822.6,23.9,66
1/25/2024 12:40,0,822.8,23.7,68
1/25/2024 12:50,0,822.8,23.4,68
1/25/2024 13:00,0,822.7,22.9,69
1/25/2024 13:10,0,822.4,22.1,65
1/25/2024 13:20,0,822.4,21.7,65
1/25/2024 13:30,0,822.1,21.9,59
1/25/2024 13:40,0,821.9,23.8,50
1/25/2024 13:50,0,821.9,25.6,51
1/25/2024 14:00,0,821.8,25.8,46
1/25/2024 14:10,0,821.4,25.2,49
1/25/2024 14:20,0,821.5,25.5,50
1/25/2024 14:30,0,821.2,25.4,51
1/25/2024 14:40,0,820.9,25.8,53
1/25/2024 14:50,0,820.8,26.3,51
1/25/2024 15:00,0,820.8,26.7,49
1/25/2024 15:10,0,820.2,27,49
1/25/2024 15:20,0,820.4,27.4,49
1/25/2024 15:30,0,820.3,27,52
1/25/2024 15:40,0,820.3,25.7,54
1/25/2024 15:50,0,820.3,23.3,60
1/25/2024 16:00,0,820.5,20.7,68
1/25/2024 16:10,0,820.6,19.6,76
1/25/2024 16:20,0.8,821,18.5,85
1/25/2024 16:30,1.2,820.8,17.4,93
1/25/2024 16:40,0,820.7,17.5,89
1/25/2024 16:50,0,821,18.1,84
1/25/2024 17:00,0,820.6,18.5,81
1/25/2024 17:10,0,820.6,18.5,80
1/25/2024 17:20,0,821.1,18.7,79
1/25/2024 17:30,0,820.5,18.6,86
1/25/2024 17:40,0,821.3,18.3,88
1/25/2024 17:50,0,821.8,18.2,89
1/25/2024 18:00,0,821,18.5,79
1/25/2024 18:10,0,821.2,18.6,84
1/25/2024 18:20,0,822,18.5,80
1/25/2024 18:30,0,821.5,18.5,79
1/25/2024 18:40,0,821.7,18.4,82
1/25/2024 18:50,0,822.4,18.2,85
1/25/2024 19:00,0,822.9,18.1,85
1/25/2024 19:10,0,822,18.3,83
1/25/2024 19:20,0,821.8,18.8,76
1/25/2024 19:30,0,821.9,19,75
1/25/2024 19:40,0,822,18.8,78
1/25/2024 19:50,0,822.2,18.4,81
1/25/2024 20:00,0,822.5,18.5,80
1/25/2024 20:10,0,822.7,18.5,80
1/25/2024 20:20,0,823,18.5,82
1/25/2024 20:30,0,823.1,17.9,89
1/25/2024 20:40,0,823.4,17.6,89
1/25/2024 20:50,3.6,823.8,17,92
1/25/2024 21:00,5.4,824.2,16.4,99
1/25/2024 21:10,5.2,824.3,16.4,99
1/25/2024 21:20,2,824.4,16.3,99
1/25/2024 21:30,0.8,824.6,16.4,99
1/25/2024 21:40,1.4,825.3,16.3,99
1/25/2024 21:50,0.8,824.8,16.4,99
1/25/2024 22:00,0.4,824.3,16.4,99
1/25/2024 22:10,0.4,824.3,16.5,99
1/25/2024 22:20,0.4,824.6,16.3,99
1/25/2024 22:30,0.4,824.9,16.2,99
1/25/2024 22:40,0.4,825.3,15.9,99
1/25/2024 22:50,0.4,824.4,16.3,99
1/25/2024 23:00,0.4,824.3,16.4,99
1/25/2024 23:10,0.4,824.4,16.3,99
1/25/2024 23:20,0.6,824.5,16.3,99
1/25/2024 23:30,0.4,824.5,16.2,99
1/25/2024 23:40,0.4,824.5,16.1,99
1/25/2024 23:50,0.6,824.7,15.9,99
1/26/2024 0:00,0.6,825.2,15.8,99
1/26/2024 0:10,0.6,824.6,15.8,99
1/26/2024 0:20,0.6,824.2,15.8,99
1/26/2024 0:30,0.8,824.1,15.9,99
1/26/2024 0:40,0.4,824.1,16,99
1/26/2024 0:50,0.6,823.9,15.9,99
1/26/2024 1:00,0.2,823.9,15.8,99
1/26/2024 1:10,0.2,824,15.8,99
1/26/2024 1:20,0,824.1,15.8,99
1/26/2024 1:30,0.2,824.2,15.8,99
1/26/2024 1:40,0,824.3,15.8,99
1/26/2024 1:50,0,823.6,15.8,99
1/26/2024 2:00,0,822.7,15.7,99
1/26/2024 2:10,0.2,822.8,15.7,99
1/26/2024 2:20,0,822.9,15.7,99
1/26/2024 2:30,0,822.9,15.7,99
1/26/2024 2:40,0,823.1,15.8,99
1/26/2024 2:50,0,823.2,15.9,99
1/26/2024 3:00,0,823.2,16,99
1/26/2024 3:10,0,823,16,99
1/26/2024 3:20,0,822.9,16,99
1/26/2024 3:30,0,822.9,16,99
1/26/2024 3:40,0,823,15.9,99
1/26/2024 3:50,0,823.3,15.8,99
1/26/2024 4:00,0,823.6,15.9,99
1/26/2024 4:10,0,823.8,15.8,99
1/26/2024 4:20,0,823.9,15.8,99
1/26/2024 4:30,0,822.7,15.9,99
1/26/2024 4:40,0,822.7,15.9,99
1/26/2024 4:50,0,822.9,15.9,99
1/26/2024 5:00,0,823.1,16,99
1/26/2024 5:10,0,823.1,16.1,99
1/26/2024 5:20,0,823.1,16.2,99
1/26/2024 5:30,0,823.1,16.3,98
1/26/2024 5:40,0,823.1,16.6,93
1/26/2024 5:50,0,823.1,16.6,93
1/26/2024 6:00,0,823,16.6,94
1/26/2024 6:10,0,823.7,16.7,94
1/26/2024 6:20,0,824.5,16.6,94
1/26/2024 6:30,0,824.4,16.4,97
1/26/2024 6:40,0,824.2,16.6,94
1/26/2024 6:50,0,823.6,17.2,89
1/26/2024 7:00,0,824.1,17.4,89
1/26/2024 7:10,0,824,17.2,92
1/26/2024 7:20,0,824,17.7,90
1/26/2024 7:30,0,824.3,18.1,89
1/26/2024 7:40,0,824.5,18.6,86
1/26/2024 7:50,0,824.4,18.9,85
1/26/2024 8:00,0,824.4,19.5,84
1/26/2024 8:10,0,824.4,19.9,82
1/26/2024 8:20,0,824.4,19.6,82
1/26/2024 8:30,0,824.4,19.4,85
1/26/2024 8:40,0,824.4,19.7,83
1/26/2024 8:50,0,824,19.9,81
1/26/2024 9:00,0,823.8,20.1,80
1/26/2024 9:10,0,824.8,20.6,77
1/26/2024 9:20,0,825,20.8,74
1/26/2024 9:30,0,824.7,20.9,74
1/26/2024 9:40,0,824.7,21.3,71
1/26/2024 9:50,0,824.7,21.6,72
1/26/2024 10:00,0,824.3,22.2,69
1/26/2024 10:10,0,824.8,22.5,67
1/26/2024 10:20,0,824.5,22.7,66
1/26/2024 10:30,0,824.4,22.7,69
1/26/2024 10:40,0,824.9,22.3,77
1/26/2024 10:50,0,824.4,22.7,77
1/26/2024 11:00,0,824.3,22.5,77
1/26/2024 11:10,0,824.3,23.4,75
1/26/2024 11:20,0,824.1,23.6,74
1/26/2024 11:30,0,824,23.9,72
1/26/2024 11:40,0,824,24.3,69
1/26/2024 11:50,0,823.7,25,67
1/26/2024 12:00,0,823.6,25.1,65
1/26/2024 12:10,0,823.4,24.9,65
1/26/2024 12:20,0,823.1,25.2,64
1/26/2024 12:30,0,823.2,25.5,63
1/26/2024 12:40,0,822.7,25.9,63
1/26/2024 12:50,0,823,25.4,62
1/26/2024 13:00,0,822.5,25.2,61
1/26/2024 13:10,0,821.9,24.8,63
1/26/2024 13:20,0,822.3,25.4,62
1/26/2024 13:30,0,821.4,25.4,61
1/26/2024 13:40,0,821.4,26.2,58
1/26/2024 13:50,0,821.5,26.2,58
1/26/2024 14:00,0,821.3,26.1,58
1/26/2024 14:10,0,821.4,25.9,58
1/26/2024 14:20,0,821,26.3,59
1/26/2024 14:30,0,820.8,26.4,58
1/26/2024 14:40,0,820.7,25.9,60
1/26/2024 14:50,0,821,25.9,59
1/26/2024 15:00,0,820.8,23.7,68
1/26/2024 15:10,0,821.1,21.3,76
1/26/2024 15:20,0,821,22,69
1/26/2024 15:30,0,821,20.9,70
1/26/2024 15:40,0,821.3,20.5,73
1/26/2024 15:50,0,821.5,20.5,77
1/26/2024 16:00,0,821.8,20.4,79
1/26/2024 16:10,0,822,20,79
1/26/2024 16:20,0,821.5,19.8,79
1/26/2024 16:30,0,821.6,20,78
1/26/2024 16:40,0,821.7,19.8,79
1/26/2024 16:50,0,821.5,19.8,77
1/26/2024 17:00,0,821.8,19.8,78
1/26/2024 17:10,0,821.7,19.3,80
1/26/2024 17:20,0,821.5,19.2,80
1/26/2024 17:30,0,821.4,19.2,79
1/26/2024 17:40,0,821.5,19.1,79
1/26/2024 17:50,0,821.7,19,80
1/26/2024 18:00,0,821.8,18.9,81
1/26/2024 18:10,0,821.9,18.5,82
